,tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source,gps
37,"I have searched from Knoxville to Ooltewah to Chattanooga &amp; Calhoun, GA until I finally locate Clorox disinfecting… https://t.co/FHeW1vWDad",1.2602037051247534e+18,Wendy King 🇺🇸😀🍊,"Chattanooga, TN","{'type': 'Point', 'coordinates': [-85.68161077, 35.04049246]}",2020-05-12,0.0,"{'type': 'Point', 'coordinates': [35.04049246, -85.68161077]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='76660faa26ab13ad', url='https://api.twitter.com/1.1/geo/id/76660faa26ab13ad.json', place_type='city', name='Kimball', full_name='Kimball, TN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-85.6907012, 35.038257], [-85.629334, 35.038257], [-85.629334, 35.064056], [-85.6907012, 35.064056]]]), attributes={})",Instagram,"[35.0511565, -85.6600176]"
39,@7104child @off_person @danielchaitin7 @dcexaminer #TrumpCorruption 💉 #Clorox 💉 https://t.co/0AccHxT7I3,1.2602032140722135e+18,Chairman You,"Los Angeles, CA",,2020-05-12,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for Android,"[34.0207895, -118.4119065]"
41,"@jamesin22677333 @danielchaitin7 @dcexaminer LOVE THE CAPS, JAMES! IT'S AN INCREDIBLE THING! 😷 #TrumpIsALoser 🤏 #Clorox 💉",1.2602024502810993e+18,Chairman You,"Los Angeles, CA",,2020-05-12,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for Android,"[34.0207895, -118.4119065]"
102,De esta pandemia salimos todos vestidos de #batik . Cuánta ropa mancharon ya con Agua Jane? #lavandina #clorox #COVID19,1.259553251965444e+18,Florencia Cornu Laport,"Weston , Fl",,2020-05-10,5.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='88a21205dd4728ea', url='https://api.twitter.com/1.1/geo/id/88a21205dd4728ea.json', place_type='city', name='Weston', full_name='Weston, FL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.4420236, 26.0620314], [-80.361426, 26.0620314], [-80.361426, 26.1446927], [-80.4420236, 26.1446927]]]), attributes={})",Twitter for Android,"[26.10336205, -80.4017248]"
136,This! ⬇️⬇️⬇️ #MAGA #MAGA2020 #clorox #alternateuniverse #ClassOfCovid19 https://t.co/BHGolSulOn,1.2593267307891016e+18,Paola Jordan,"Manhattan, NY",,2020-05-10,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='01a9a39529b27f36', url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', place_type='city', name='Manhattan', full_name='Manhattan, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]), attributes={})",Twitter for iPhone,"[40.780709, -73.9685415]"
138,"@nbcsnl is killing tonigh!! My gosh, so surreal seeing #MAGA drinkig from a bottle of #Clorox",1.2593258421965005e+18,Paola Jordan,"Manhattan, NY",,2020-05-10,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='01a9a39529b27f36', url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', place_type='city', name='Manhattan', full_name='Manhattan, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]), attributes={})",Twitter for iPhone,"[40.780709, -73.9685415]"
207,True but you can’t deny the fact that @realDonaldTrump all by himself found the #Clorox cure to #COVID19… https://t.co/pV4xSTGR19,1.2588620556641894e+18,Real Facts NO BS,United States,,2020-05-08,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for iPhone,"[34.0207895, -118.4119065]"
239,We only get a few here and there but we like to keep you posted ❤️ #neighborhood #lysol #clorox #acethehelpfulplace… https://t.co/GJLBC68yKP,1.258488992082903e+18,Kendalls Hardware,"St. Paul, MN","{'type': 'Point', 'coordinates': [-93.07325315, 44.96629517]}",2020-05-07,0.0,"{'type': 'Point', 'coordinates': [44.96629517, -93.07325315]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='60e2c37980197297', url='https://api.twitter.com/1.1/geo/id/60e2c37980197297.json', place_type='city', name='St Paul', full_name='St Paul, MN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-93.207783, 44.8907521], [-93.003514, 44.8907521], [-93.003514, 44.992279], [-93.207783, 44.992279]]]), attributes={})",Instagram,"[44.94151555, -93.1056485]"
304,"The dude told DOCTORS to “look into injecting #Clorox” and he STILL has the support of 41% of the people?!
THAT is… https://t.co/JdiYGGdA43",1.2582716693212078e+18,Russell Arch,"Los Angeles, CA",,2020-05-07,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for iPhone,"[34.0207895, -118.4119065]"
327,"The only #bleach you should ingest!!!
#clorox #cloroxbleach #cloroxcake #cloroxbleachcake #ingestiblebleach https://t.co/yQXuyC9Iok",1.2580807033943204e+18,Cake On Heels,"South Amboy, NJ",,2020-05-06,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='70f8f5f2ad7e0722', url='https://api.twitter.com/1.1/geo/id/70f8f5f2ad7e0722.json', place_type='city', name='Keansburg', full_name='Keansburg, NJ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.147592, 40.435309], [-74.11593, 40.435309], [-74.11593, 40.459534], [-74.147592, 40.459534]]]), attributes={})",Twitter for Android,"[40.4474215, -74.13176100000001]"
358,@Davidlaz I'm nursing my lucky bottle of #Clorox https://t.co/qHnSHvNflR,1.2579415319330447e+18,Chairman You,"Los Angeles, CA",,2020-05-06,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for Android,"[34.0207895, -118.4119065]"
418,Hangout with my best friends🙂 #Lysol #Clorox #Purell #love #TFLers #tweegram #photooftheday #20likes #amazing… https://t.co/kbdXUGfamk,1.257333901007237e+18,St-Onge Jean,"Shawinigan, Québec","{'type': 'Point', 'coordinates': [-72.7519499, 46.5425899]}",2020-05-04,1.0,"{'type': 'Point', 'coordinates': [46.5425899, -72.7519499]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='1fc8becad13c38e6', url='https://api.twitter.com/1.1/geo/id/1fc8becad13c38e6.json', place_type='city', name='Shawinigan', full_name='Shawinigan, Québec', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-73.178515, 46.460485], [-72.583419, 46.460485], [-72.583419, 46.91923], [-73.178515, 46.91923]]]), attributes={})",Instagram,"[46.689857499999995, -72.880967]"
743,It’s getting close. Trump’s wig needs to be disinfected maybe with Clorox https://t.co/ANS2350I19,1.2592703456782991e+18,Lorenzo Canizares,"Miami, Fl.",,2020-05-09,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='7707ad9771781687', url='https://api.twitter.com/1.1/geo/id/7707ad9771781687.json', place_type='city', name='The Hammocks', full_name='The Hammocks, FL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.498527, 25.65479], [-80.4158778, 25.65479], [-80.4158778, 25.6886916], [-80.498527, 25.6886916]]]), attributes={})",Twitter for iPhone,"[25.6717408, -80.4572024]"
747,Clorox is the new Kool Aid.,1.259270139566076e+18,Joseph Barri,"Metro Boston, MA",,2020-05-09,43.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='a1bc60ce60b4052b', url='https://api.twitter.com/1.1/geo/id/a1bc60ce60b4052b.json', place_type='city', name='Milton', full_name='Milton, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-71.130699, 42.2006589], [-71.031508, 42.2006589], [-71.031508, 42.277667], [-71.130699, 42.277667]]]), attributes={})",Twitter for Android,"[42.23916295, -71.08110350000001]"
781,@VoxPrudentia With a side of Clorox wipes.,1.2592670132493025e+18,Justin,"Arlington, VA",,2020-05-09,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='319ee7b36c9149da', url='https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', place_type='city', name='Arlington', full_name='Arlington, VA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-77.172219, 38.827378], [-77.031779, 38.827378], [-77.031779, 38.934311], [-77.172219, 38.934311]]]), attributes={})",Twitter for Android,"[38.8808445, -77.101999]"
819,@jeffpearlman They will be fine they all drank @Clorox and have bright light shining through their ears,1.2589093986818048e+18,"David Rae, CFP® AIF®","West Hollywood, CA",,2020-05-08,2.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3b77caf94bfc81fe', url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', place_type='city', name='Los Angeles', full_name='Los Angeles, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]), attributes={})",Twitter for iPhone,"[34.0207895, -118.4119065]"
885,"Just wish these same COVID-iots self-identified themselves to refuse medical help when they need it. Better yet, ju… https://t.co/HB7zoiqOwQ",1.2589035308758835e+18,Manny Amores,"The Woodlands, TX",,2020-05-08,2.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='1c69a67ad480e1b1', url='https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json', place_type='city', name='Houston', full_name='Houston, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]), attributes={})",Twitter for iPhone,"[29.8384948, -95.44648649999999]"
913,Ine surprised at this ignorance. She can’t even pronounce “Cabana” or “Clorox” properly. https://t.co/YFWdiEPsNi,1.2589020533022106e+18,The Prosecutor ⚖️,Bahamas,,2020-05-08,2.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='b631437cf2f16804', url='https://api.twitter.com/1.1/geo/id/b631437cf2f16804.json', place_type='country', name='Bahamas', full_name='Bahamas', country_code='BS', country='Bahamas', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.4756102, 20.9122628], [-72.7122759, 20.9122628], [-72.7122759, 27.2376712], [-80.4756102, 27.2376712]]]), attributes={})",Twitter for iPhone,"[24.074967, -76.59394305000001]"
916,@gourav472001 @realDonaldTrump And who are you?...Ooooh I Kno .. Clorox drinking..Uv light sinkings.small brain thi… https://t.co/iJ0qSsa2kt,1.2585471197087048e+18,daddyoluv21,,,2020-05-07,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='4185eba3c7183f0b', url='https://api.twitter.com/1.1/geo/id/4185eba3c7183f0b.json', place_type='city', name='Johnson City', full_name='Johnson City, TN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-82.4759055, 36.2592231], [-82.300523, 36.2592231], [-82.300523, 36.430258], [-82.4759055, 36.430258]]]), attributes={})",Twitter for Android,"[36.344740550000004, -82.38821425]"
965,Suben en la bolsa de Santiago las acciones de @Clorox https://t.co/arviSQ5xLT,1.2585447344793846e+18,Claudio Pérez Oliva,,,2020-05-07,2.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='004da7ab4e8c1ab5', url='https://api.twitter.com/1.1/geo/id/004da7ab4e8c1ab5.json', place_type='city', name='Independencia', full_name='Independencia, Chile', country_code='CL', country='Chile', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-70.683075, -33.4318422], [-70.6512776, -33.4318422], [-70.6512776, -33.398912], [-70.683075, -33.398912]]]), attributes={})",Twitter for Android,"[-33.4153771, -70.6671763]"
1028,All I want for Mother’s Day is a container of Clorox wipes 😷🦠🧼,1.2581841212700508e+18,TT,,,2020-05-06,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='6d716125b43cb735', url='https://api.twitter.com/1.1/geo/id/6d716125b43cb735.json', place_type='city', name='Algonquin', full_name='Algonquin, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-88.383751, 42.124838], [-88.198981, 42.124838], [-88.198981, 42.241892], [-88.383751, 42.241892]]]), attributes={})",Twitter for iPhone,"[42.183365, -88.29136600000001]"
1160,@Haikilisan @gtconway3d Haha! Personally I prefer a vodka/Clorox...warms the tummy!,1.2578181378331566e+18,Kevin Wilson,,,2020-05-05,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='ef975175b1003544', url='https://api.twitter.com/1.1/geo/id/ef975175b1003544.json', place_type='city', name='Overland Park', full_name='Overland Park, KS', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-94.742494, 38.81903], [-94.607693, 38.81903], [-94.607693, 39.044068], [-94.742494, 39.044068]]]), attributes={})",Twitter for iPhone,"[38.931549000000004, -94.6750935]"
1343,Are you @realDonaldTrump sweating yet. #TrumpDepression #Lysol,1.2601863680572375e+18,Don McRorie,"Massachusetts, USA",,2020-05-12,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='00fa2b1b1ce8407e', url='https://api.twitter.com/1.1/geo/id/00fa2b1b1ce8407e.json', place_type='city', name='Whitman', full_name='Whitman, MA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-70.976228, 42.060757], [-70.902643, 42.060757], [-70.902643, 42.101576], [-70.976228, 42.101576]]]), attributes={})",Twitter for iPad,"[42.0811665, -70.9394355]"
1364,It is obvious you @dbongino has drank way too much #Lysol. Defending the #MornonInChiefTrump can not be done. Stupi… https://t.co/o9wSDvjITf,1.2600232341178163e+18,TrumpImpeachedDec18th2019,AZ,,2020-05-12,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='680afcce4f7710f4', url='https://api.twitter.com/1.1/geo/id/680afcce4f7710f4.json', place_type='city', name='Green Valley', full_name='Green Valley, AZ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-111.050517, 31.784633], [-110.961432, 31.784633], [-110.961432, 31.8997335], [-111.050517, 31.8997335]]]), attributes={})",Twitter for iPad,"[31.842183249999998, -111.00597450000001]"
1372,@HarmlessHarley #Lysol,1.25999170858829e+18,Lelo Lai 😀🇵🇷❤🐶🐱🌴🌊👫📱☎️,"Puerto Rico, USA",,2020-05-11,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='14f1231626d05ff1', url='https://api.twitter.com/1.1/geo/id/14f1231626d05ff1.json', place_type='city', name='San Antonio', full_name='San Antonio, Puerto Rico', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-66.31743, 18.426372], [-66.283269, 18.426372], [-66.283269, 18.463043], [-66.31743, 18.463043]]]), attributes={})",Twitter for Android,"[18.4447075, -66.30034950000001]"
1381,"Organiza tu lista de compras y recibe tus compras más rápido. 

Entregamos tus pedidos en el menor tiempo posible.… https://t.co/jpf4is6dKe",1.2599730107542405e+18,Marck Perez,Santo Domingo,"{'type': 'Point', 'coordinates': [-69.8927, 18.4715]}",2020-05-11,0.0,"{'type': 'Point', 'coordinates': [18.4715, -69.8927]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='01fcc4a23f17e1ed', url='https://api.twitter.com/1.1/geo/id/01fcc4a23f17e1ed.json', place_type='city', name='anto Domingo de Guzmán', full_name='anto Domingo de Guzmán, Dominican Republic', country_code='DO', country='Dominican Republic', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]), attributes={})",Instagram,"[18.48577492687975, -69.92839191646635]"
1405,"Entregamos tus pedidos en el menor tiempo posible.
#consumelodeaqui #consumelonuestro #desinfectatucompra… https://t.co/ZszsMMLAxv",1.2595263149372662e+18,Marck Perez,Santo Domingo,"{'type': 'Point', 'coordinates': [-69.9591136, 18.46469095]}",2020-05-10,0.0,"{'type': 'Point', 'coordinates': [18.46469095, -69.9591136]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='01570cb824e2c3e0', url='https://api.twitter.com/1.1/geo/id/01570cb824e2c3e0.json', place_type='city', name='Santo Domingo Oeste', full_name='Santo Domingo Oeste, Dominican Republic', country_code='DO', country='Dominican Republic', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-70.0664877977223, 18.4211178558533], [-69.9509348752812, 18.4211178558533], [-69.9509348752812, 18.5149187704571], [-70.0664877977223, 18.5149187704571]]]), attributes={})",Instagram,"[18.4680183131552, -70.00871133650176]"
1408,@duty2warn @Forbes What a birthday present for @realDonaldTrump . Worse unemployment number in the history of Ameri… https://t.co/bgQK7cEOJf,1.2594906508835348e+18,Kim,United States,,2020-05-10,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='018929347840059e', url='https://api.twitter.com/1.1/geo/id/018929347840059e.json', place_type='city', name='Indianapolis', full_name='Indianapolis, IN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]]), attributes={})",Twitter for iPhone,"[39.7795625, -86.1429225]"
1411,"Something dealing with #Lysol it may not be what you want but @ Newark, New Jersey https://t.co/YV8ggJN7xy",1.2594770124791194e+18,REAL NEWARKER,ATL,"{'type': 'Point', 'coordinates': [-74.1849, 40.7352]}",2020-05-10,0.0,"{'type': 'Point', 'coordinates': [40.7352, -74.1849]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='fa3435044b52ecc7', url='https://api.twitter.com/1.1/geo/id/fa3435044b52ecc7.json', place_type='city', name='Newark', full_name='Newark, NJ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.25136, 40.679997], [-74.118336, 40.679997], [-74.118336, 40.788991], [-74.25136, 40.788991]]]), attributes={})",Instagram,"[40.734494000000005, -74.184848]"
1431,Mother's Day 2020 #Lysol #Equate  @discoverRB @Walmart @JeanneMoos  @ErinBurnett https://t.co/2BnN4v4CJH,1.2592760664909005e+18,ARNELITO,Canada ,,2020-05-10,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='3797791ff9c0e4c6', url='https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json', place_type='city', name='Toronto', full_name='Toronto, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]]), attributes={})",Twitter for Android,"[43.629311, -79.2725695]"
1447,#tRump a #TrumpPileOfShit can not #TransitionToGreatness because #shit still stinks. Donald just pull down your pan… https://t.co/RyUYjJkgzq,1.2592132994527642e+18,TrumpImpeachedDec18th2019,AZ,,2020-05-09,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='680afcce4f7710f4', url='https://api.twitter.com/1.1/geo/id/680afcce4f7710f4.json', place_type='city', name='Green Valley', full_name='Green Valley, AZ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-111.050517, 31.784633], [-110.961432, 31.784633], [-110.961432, 31.8997335], [-111.050517, 31.8997335]]]), attributes={})",Twitter for iPad,"[31.842183249999998, -111.00597450000001]"
1451,"Clarkson Pharmachoice now has Wet Wipes, Lysol Disinfectant Spray and Microban 24 Hour Sanitizing Spray! Come get s… https://t.co/9mL5evv4cX",1.2591977483660452e+18,ClarksonPharmaChoice,"Mississauga, Ontario","{'type': 'Point', 'coordinates': [-79.62653, 43.5154]}",2020-05-09,1.0,"{'type': 'Point', 'coordinates': [43.5154, -79.62653]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='5c43cbdfce4d3247', url='https://api.twitter.com/1.1/geo/id/5c43cbdfce4d3247.json', place_type='city', name='Mississauga', full_name='Mississauga, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-79.810142, 43.373074], [-79.422004, 43.373074], [-79.422004, 43.737414], [-79.810142, 43.737414]]]), attributes={})",Instagram,"[43.555244, -79.616073]"
1489,Muy Buendía actualmente vamos viviendo tiempos diferentes 🤔 y no se diga en el actuar médico quien iba a pensar que… https://t.co/wUlHTF0H4S,1.258793592740602e+18,Dr.Julian Genis FCCP,"Nuevo Laredo, Tamaulipas","{'type': 'Point', 'coordinates': [-99.5071, 27.4856]}",2020-05-08,0.0,"{'type': 'Point', 'coordinates': [27.4856, -99.5071]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='3f954e57f0d0b7b4', url='https://api.twitter.com/1.1/geo/id/3f954e57f0d0b7b4.json', place_type='city', name='Nuevo Laredo', full_name='Nuevo Laredo, Tamaulipas', country_code='MX', country='Mexico', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-99.974343, 27.268162], [-99.478795, 27.268162], [-99.478795, 27.679262], [-99.974343, 27.679262]]]), attributes={})",Instagram,"[27.473712, -99.72656900000001]"
1498,"es viernes, y el cuerpo lo sabe! make sure you get your wrist band for the open bar at the next @realDonaldTrump ra… https://t.co/s4yOX1gnvJ",1.258763425406206e+18,The Cuban Prometheus,"Miami, FL",,2020-05-08,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='04cb31bae3b3af93', url='https://api.twitter.com/1.1/geo/id/04cb31bae3b3af93.json', place_type='city', name='Miami', full_name='Miami, FL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]]), attributes={})",Twitter for iPhone,"[25.782353699999998, -80.2333285]"
1503,I’m trying to make my mother a #MotherDaybasket with #cleaning supplies in it so if anybody know where I can get so… https://t.co/nfSESr1zJL,1.2587439064617247e+18,REAL NEWARKER,ATL,"{'type': 'Point', 'coordinates': [-74.1849, 40.7352]}",2020-05-08,0.0,"{'type': 'Point', 'coordinates': [40.7352, -74.1849]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='fa3435044b52ecc7', url='https://api.twitter.com/1.1/geo/id/fa3435044b52ecc7.json', place_type='city', name='Newark', full_name='Newark, NJ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.25136, 40.679997], [-74.118336, 40.679997], [-74.118336, 40.788991], [-74.25136, 40.788991]]]), attributes={})",Instagram,"[40.734494000000005, -74.184848]"
1517,"😁 SCORE!!!! What a great deal I found on eBay! 🧼💻❤️

- #coronavirus #covid2020 #covid19 #covıd19… https://t.co/RRmlV2uDda",1.2586423485750927e+18,Darcelle Murray,"Chicago, IL","{'type': 'Point', 'coordinates': [-87.632496, 41.883222]}",2020-05-08,0.0,"{'type': 'Point', 'coordinates': [41.883222, -87.632496]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='1d9a5370a355ab0c', url='https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', place_type='city', name='Chicago', full_name='Chicago, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]), attributes={})",Instagram,"[41.833584450000004, -87.732013]"
